Treatment,Length,dens
dry,6602,3
dry,6603,3
dry,6604,4
dry,6605,4
dry,6606,4
dry,6607,5
dry,6608,6
dry,6609,7
dry,6610,7
dry,6611,7
dry,6612,7
dry,6613,7
dry,6614,7
dry,6615,8
dry,6616,8
dry,6617,8
dry,6618,8
dry,6619,9
dry,6620,9
dry,6621,9
dry,6622,9
dry,6623,9
dry,6624,10
dry,6625,10
dry,6626,11
dry,6627,11
dry,6628,11
dry,6629,11
dry,6630,11
dry,6631,11
dry,6632,11
dry,6633,11
dry,6634,10
dry,6635,10
dry,6636,10
dry,6637,11
dry,6638,11
dry,6639,11
dry,6640,10
dry,6641,9
dry,6642,7
dry,6643,6
dry,6644,6
dry,6645,6
dry,6646,6
dry,6647,6
dry,6648,6
dry,6649,7
dry,6650,7
dry,6651,8
dry,6652,8
dry,6653,9
dry,6654,9
dry,6655,9
dry,6656,9
dry,6657,9
dry,6658,9
dry,6659,9
dry,6660,9
dry,6661,9
dry,6662,10
dry,6663,10
dry,6664,10
dry,6665,10
dry,6666,10
dry,6667,10
dry,6668,11
dry,6669,11
dry,6670,11
dry,6671,11
dry,6672,11
dry,6673,11
dry,6674,12
dry,6675,12
dry,6676,12
dry,6677,12
dry,6678,12
dry,6679,12
dry,6680,12
dry,6681,12
dry,6682,12
dry,6683,12
dry,6684,12
dry,6685,13
dry,6686,13
dry,6687,13
dry,6688,13
dry,6689,13
dry,6690,13
dry,6691,13
dry,6692,12
dry,6693,12
dry,6694,12
dry,6695,12
dry,6696,12
dry,6697,12
dry,6698,12
dry,6699,12
dry,6700,12
dry,6701,12
dry,6702,12
dry,6703,12
dry,6704,12
dry,6705,12
dry,6706,12
dry,6707,12
dry,6708,12
dry,6709,12
dry,6710,12
dry,6711,12
dry,6712,12
dry,6713,12
dry,6714,12
dry,6715,12
dry,6716,12
dry,6717,12
dry,6718,12
dry,6719,12
dry,6720,12
dry,6721,12
dry,6722,12
dry,6723,12
dry,6724,12
dry,6725,12
dry,6726,12
dry,6727,12
dry,6728,12
dry,6729,12
dry,6730,12
dry,6731,12
dry,6732,12
dry,6733,12
dry,6734,12
dry,6735,12
dry,6736,12
dry,6737,12
dry,6738,12
dry,6739,12
dry,6740,12
dry,6741,12
dry,6742,12
dry,6743,12
dry,6744,12
dry,6745,11
dry,6746,10
dry,6747,10
dry,6748,10
dry,6749,10
dry,6750,10
dry,6751,10
dry,6752,10
dry,6753,10
dry,6754,10
dry,6755,10
dry,6756,10
dry,6757,10
dry,6758,10
dry,6759,11
dry,6760,12
dry,6761,12
dry,6762,12
dry,6763,12
dry,6764,12
dry,6765,12
dry,6766,12
dry,6767,12
dry,6768,12
dry,6769,12
dry,6770,12
dry,6771,12
dry,6772,12
dry,6773,12
dry,6774,12
dry,6775,12
dry,6776,12
dry,6777,12
dry,6778,12
dry,6779,12
dry,6780,12
dry,6781,12
dry,6782,12
dry,6783,12
dry,6784,12
dry,6785,12
dry,6786,12
dry,6787,12
dry,6788,10
dry,6789,10
dry,6790,9
dry,6791,9
dry,6792,9
dry,6793,9
dry,6794,9
dry,6795,9
dry,6796,9
dry,6797,9
dry,6798,9
dry,6799,9
dry,6800,7
dry,6801,7
dry,6802,7
dry,6803,7
dry,6804,7
dry,6805,7
dry,6806,7
dry,6807,7
dry,6808,7
dry,6809,7
dry,6810,7
dry,6811,7
dry,6812,7
dry,6813,7
dry,6814,7
dry,6815,7
dry,6816,7
dry,6817,7
dry,6818,7
dry,6819,7
dry,6820,7
dry,6821,7
dry,6822,7
dry,6823,7
dry,6824,7
dry,6825,7
dry,6826,7
dry,6827,7
dry,6828,7
dry,6829,7
dry,6830,7
dry,6831,7
dry,6832,7
dry,6833,7
dry,6834,7
dry,6835,7
dry,6836,7
dry,6837,7
dry,6838,7
dry,6839,7
dry,6840,7
dry,6841,7
dry,6842,7
dry,6843,7
dry,6844,7
dry,6845,7
dry,6846,7
dry,6847,7
dry,6848,7
dry,6849,6
dry,6850,6
dry,6851,6
dry,6852,6
dry,6853,6
dry,6854,0
dry,6855,0
dry,6856,6
dry,6857,6
dry,6858,6
dry,6859,6
dry,6860,6
dry,6861,6
dry,6862,6
dry,6863,6
dry,6864,6
dry,6865,6
dry,6866,6
dry,6867,6
dry,6868,6
dry,6869,6
dry,6870,6
dry,6871,6
dry,6872,6
dry,6873,6
dry,6874,6
dry,6875,6
dry,6876,6
dry,6877,6
dry,6878,6
dry,6879,6
dry,6880,6
dry,6881,6
dry,6882,6
dry,6883,6
dry,6884,6
dry,6885,5
dry,6886,4
dry,6887,4
dry,6888,4
dry,6889,4
dry,6890,4
dry,6891,4
dry,6892,4
dry,6893,4
dry,6894,4
dry,6895,4
dry,6896,4
dry,6897,4
dry,6898,4
dry,6899,4
dry,6900,4
dry,6901,4
dry,6902,4
dry,6903,3
dry,6904,3
dry,6905,3
dry,6906,3
dry,6907,3
dry,6908,3
dry,6909,2
dry,6910,2
dry,6911,2
dry,6912,2
dry,6913,2
dry,6914,2
dry,6915,2
dry,6916,2
dry,6917,2
dry,6918,2
dry,6919,2
dry,6920,2
dry,6921,2
dry,6922,2
dry,6923,2
dry,6924,2
dry,6925,2
dry,6926,2
dry,6927,2
dry,6928,2
dry,6929,2
dry,6930,2
dry,6931,2
dry,6932,2
dry,6933,2
dry,6934,2
dry,6935,2
dry,6936,2
dry,6937,2
dry,6938,2
dry,6939,2
dry,6940,2
dry,6941,2
dry,6942,2
dry,6943,2
dry,6944,2
dry,6945,2
dry,6946,2
dry,6947,2
dry,6948,2
dry,6949,2
dry,6950,2
dry,6951,2
dry,6952,2
dry,6953,2
dry,6954,2
dry,6955,2
dry,6956,2
dry,6957,2
dry,6958,2
dry,6959,2
dry,6960,2
dry,6961,2
dry,6962,2
dry,6963,2
dry,6964,2
dry,6965,0
dry,6966,0
dry,6967,0
dry,6968,0
dry,6969,0
dry,6970,0
dry,6971,0
dry,6972,0
dry,6973,0
dry,6974,0
dry,6975,0
dry,6976,0
dry,6977,0
dry,6978,0
dry,6979,0
dry,6980,0
dry,6981,0
dry,6982,0
dry,6983,0
dry,6984,0
dry,6985,0
dry,6986,0
dry,6987,0
dry,6988,0
dry,6989,0
dry,6990,0
dry,6991,0
dry,6992,0
dry,6993,0
dry,6994,0
dry,6995,0
dry,6996,0
dry,6997,0
dry,6998,0
dry,6999,0
dry,7000,0
dry,7001,0
dry,7002,0
dry,7003,0
dry,7004,0
dry,7005,0
dry,7006,0
dry,7007,0
dry,7008,0
dry,7009,0
dry,7010,0
dry,7011,0
dry,7012,0
dry,7013,0
dry,7014,0
dry,7015,0
dry,7016,0
dry,7017,0
dry,7018,0
dry,7019,0
dry,7020,0
dry,7021,0
dry,7022,0
dry,7023,0
dry,7024,0
dry,7025,0
dry,7026,0
dry,7027,0
dry,7028,0
dry,7029,0
dry,7030,0
dry,7031,0
dry,7032,0
dry,7033,0
dry,7034,0
dry,7035,0
dry,7036,0
dry,7037,0
dry,7038,0
dry,7039,0
dry,7040,0
dry,7041,0
dry,7042,0
dry,7043,0
dry,7044,0
dry,7045,0
dry,7046,0
dry,7047,0
dry,7048,0
dry,7049,0
dry,7050,0
dry,7051,0
dry,7052,0
dry,7053,0
dry,7054,0
dry,7055,0
dry,7056,0
dry,7057,0
dry,7058,0
dry,7059,0
dry,7060,0
dry,7061,0
dry,7062,0
dry,7063,0
dry,7064,0
dry,7065,0
dry,7066,0
dry,7067,0
dry,7068,0
dry,7069,0
dry,7070,0
dry,7071,0
dry,7072,0
dry,7073,0
dry,7074,0
dry,7075,0
dry,7076,0
dry,7077,0
dry,7078,0
dry,7079,0
dry,7080,0
dry,7081,0
dry,7082,0
dry,7083,0
dry,7084,0
dry,7085,0
dry,7086,0
dry,7087,0
dry,7088,0
dry,7089,0
dry,7090,0
dry,7091,0
dry,7092,0
dry,7093,0
dry,7094,0
dry,7095,0
dry,7096,0
dry,7097,0
dry,7098,0
dry,7099,0
dry,7100,0
dry,7101,0
dry,7102,0
dry,7103,0
dry,7104,0
dry,7105,0
dry,7106,0
dry,7107,0
dry,7108,0
dry,7109,0
dry,7110,0
dry,7111,0
dry,7112,0
dry,7113,0
dry,7114,0
dry,7115,0
dry,7116,0
dry,7117,0
dry,7118,0
dry,7119,0
dry,7120,0
dry,7121,0
dry,7122,0
dry,7123,0
dry,7124,0
dry,7125,0
dry,7126,0
dry,7127,0
dry,7128,0
dry,7129,0
dry,7130,0
dry,7131,0
dry,7132,0
dry,7133,0
dry,7134,0
dry,7135,0
dry,7136,0
dry,7137,0
dry,7138,0
dry,7139,0
dry,7140,0
dry,7141,0
dry,7142,0
dry,7143,0
dry,7144,0
dry,7145,0
dry,7146,0
dry,7147,0
dry,7148,0
dry,7149,0
dry,7150,0
dry,7151,0
dry,7152,0
dry,7153,0
dry,7154,0
dry,7155,0
dry,7156,0
dry,7157,0
dry,7158,0
dry,7159,0
dry,7160,0
dry,7161,0
dry,7162,0
dry,7163,0
dry,7164,0
dry,7165,0
dry,7166,0
dry,7167,0
dry,7168,0
dry,7169,0
dry,7170,0
dry,7171,0
dry,7172,0
dry,7173,0
dry,7174,0
dry,7175,0
dry,7176,0
dry,7177,0
dry,7178,0
dry,7179,0
dry,7180,0
dry,7181,0
dry,7182,0
dry,7183,0
dry,7184,0
dry,7185,0
dry,7186,0
dry,7187,0
dry,7188,0
dry,7189,0
dry,7190,0
dry,7191,0
dry,7192,0
dry,7193,0
dry,7194,0
dry,7195,0
dry,7196,0
dry,7197,0
dry,7198,0
dry,7199,0
dry,7200,0
dry,7201,0
dry,7202,0
dry,7203,0
dry,7204,0
dry,7205,0
dry,7206,0
dry,7207,0
dry,7208,0
dry,7209,0
dry,7210,0
dry,7211,0
dry,7212,0
dry,7213,0
dry,7214,0
dry,7215,0
dry,7216,0
dry,7217,0
dry,7218,0
dry,7219,0
dry,7220,0
dry,7221,0
dry,7222,0
dry,7223,0
dry,7224,0
dry,7225,0
dry,7226,0
dry,7227,0
dry,7228,0
dry,7229,0
dry,7230,0
dry,7231,0
dry,7232,0
dry,7233,0
dry,7234,0
dry,7235,0
dry,7236,0
dry,7237,0
dry,7238,0
dry,7239,0
dry,7240,0
dry,7241,0
dry,7242,0
dry,7243,0
dry,7244,0
dry,7245,0
dry,7246,0
dry,7247,0
dry,7248,0
dry,7249,0
dry,7250,0
dry,7251,0
dry,7252,0
dry,7253,0
dry,7254,0
dry,7255,0
dry,7256,0
dry,7257,0
dry,7258,0
dry,7259,0
dry,7260,0
dry,7261,0
dry,7262,0
dry,7263,0
dry,7264,0
dry,7265,0
dry,7266,0
dry,7267,0
dry,7268,0
dry,7269,0
dry,7270,0
dry,7271,0
dry,7272,0
dry,7273,0
dry,7274,0
dry,7275,0
dry,7276,0
dry,7277,0
dry,7278,0
dry,7279,0
dry,7280,0
dry,7281,0
dry,7282,0
dry,7283,0
dry,7284,0
dry,7285,0
dry,7286,0
dry,7287,0
dry,7288,0
dry,7289,0
dry,7290,0
dry,7291,0
dry,7292,0
dry,7293,0
dry,7294,0
dry,7295,0
dry,7296,0
dry,7297,0
dry,7298,0
dry,7299,0
dry,7300,0
dry,7301,0
dry,7302,0
dry,7303,0
dry,7304,0
dry,7305,0
dry,7306,0
dry,7307,0
dry,7308,0
dry,7309,0
dry,7310,0
dry,7311,0
dry,7312,0
dry,7313,0
dry,7314,0
dry,7315,0
dry,7316,0
dry,7317,0
dry,7318,0
dry,7319,0
dry,7320,0
dry,7321,0
dry,7322,0
dry,7323,0
dry,7324,0
dry,7325,0
dry,7326,0
dry,7327,0
dry,7328,0
dry,7329,0
dry,7330,0
dry,7331,0
dry,7332,0
dry,7333,0
dry,7334,0
dry,7335,0
dry,7336,0
dry,7337,0
dry,7338,0
dry,7339,0
dry,7340,0
dry,7341,0
dry,7342,0
dry,7343,0
dry,7344,0
dry,7345,0
dry,7346,0
dry,7347,0
dry,7348,0
dry,7349,0
dry,7350,0
dry,7351,0
dry,7352,0
dry,7353,0
dry,7354,0
dry,7355,0
dry,7356,0
dry,7357,0
dry,7358,0
dry,7359,0
dry,7360,0
dry,7361,0
dry,7362,0
dry,7363,0
dry,7364,0
dry,7365,0
dry,7366,0
dry,7367,0
dry,7368,0
dry,7369,0
dry,7370,0
dry,7371,0
dry,7372,0
dry,7373,0
dry,7374,0
dry,7375,0
dry,7376,0
dry,7377,0
dry,7378,0
dry,7379,0
dry,7380,0
dry,7381,0
dry,7382,0
dry,7383,0
dry,7384,0
dry,7385,0
dry,7386,0
dry,7387,0
dry,7388,0
dry,7389,0
dry,7390,0
dry,7391,0
dry,7392,0
dry,7393,0
dry,7394,0
dry,7395,0
dry,7396,0
dry,7397,0
dry,7398,0
dry,7399,0
dry,7400,0
dry,7401,0
dry,7402,0
dry,7403,0
dry,7404,0
dry,7405,0
dry,7406,0
dry,7407,0
dry,7408,0
dry,7409,0
dry,7410,0
dry,7411,0
dry,7412,0
dry,7413,0
dry,7414,0
dry,7415,0
dry,7416,0
dry,7417,0
dry,7418,0
dry,7419,0
dry,7420,0
dry,7421,0
dry,7422,0
dry,7423,0
dry,7424,0
dry,7425,0
dry,7426,0
dry,7427,0
dry,7428,0
dry,7429,0
dry,7430,0
dry,7431,0
dry,7432,0
dry,7433,0
dry,7434,0
dry,7435,0
dry,7436,0
dry,7437,0
dry,7438,0
dry,7439,0
dry,7440,0
dry,7441,0
dry,7442,0
dry,7443,0
dry,7444,0
dry,7445,0
dry,7446,0
dry,7447,0
dry,7448,0
dry,7449,0
dry,7450,0
dry,7451,0
dry,7452,0
dry,7453,0
dry,7454,0
dry,7455,0
dry,7456,0
dry,7457,0
dry,7458,0
dry,7459,0
dry,7460,0
dry,7461,0
dry,7462,0
dry,7463,0
dry,7464,0
dry,7465,0
dry,7466,0
dry,7467,0
dry,7468,0
dry,7469,0
dry,7470,0
dry,7471,0
dry,7472,0
dry,7473,0
dry,7474,0
dry,7475,0
dry,7476,0
dry,7477,0
dry,7478,0
dry,7479,0
dry,7480,0
dry,7481,0
dry,7482,0
dry,7483,0
dry,7484,0
dry,7485,0
dry,7486,0
dry,7487,0
dry,7488,0
dry,7489,0
dry,7490,0
dry,7491,0
dry,7492,0
dry,7493,0
dry,7494,0
dry,7495,0
dry,7496,0
dry,7497,0
dry,7498,0
dry,7499,0
dry,7500,0
dry,7501,0
dry,7502,0
dry,7503,0
dry,7504,0
dry,7505,0
dry,7506,0
dry,7507,0
dry,7508,0
dry,7509,0
dry,7510,0
dry,7511,0
dry,7512,0
dry,7513,0
dry,7514,0
dry,7515,0
dry,7516,0
dry,7517,0
dry,7518,0
dry,7519,0
dry,7520,0
dry,7521,0
dry,7522,0
dry,7523,0
dry,7524,0
dry,7525,0
dry,7526,0
dry,7527,0
dry,7528,0
dry,7529,0
dry,7530,0
dry,7531,0
dry,7532,0
dry,7533,0
dry,7534,0
dry,7535,0
dry,7536,0
dry,7537,0
dry,7538,0
dry,7539,0
dry,7540,0
dry,7541,0
dry,7542,0
dry,7543,0
dry,7544,0
dry,7545,0
dry,7546,0
dry,7547,0
dry,7548,0
dry,7549,0
dry,7550,0
dry,7551,0
dry,7552,0
dry,7553,0
dry,7554,0
dry,7555,0
dry,7556,0
dry,7557,0
dry,7558,0
dry,7559,0
dry,7560,0
dry,7561,0
dry,7562,0
dry,7563,0
dry,7564,0
dry,7565,0
dry,7566,0
dry,7567,0
dry,7568,0
dry,7569,0
dry,7570,0
dry,7571,0
dry,7572,0
dry,7573,0
dry,7574,0
dry,7575,0
dry,7576,0
dry,7577,0
dry,7578,0
dry,7579,0
dry,7580,0
dry,7581,0
dry,7582,0
dry,7583,0
dry,7584,0
dry,7585,0
dry,7586,0
dry,7587,0
dry,7588,0
dry,7589,0
dry,7590,0
dry,7591,0
dry,7592,0
dry,7593,0
dry,7594,0
dry,7595,0
dry,7596,0
dry,7597,0
dry,7598,0
dry,7599,0
dry,7600,0
dry,7601,0
dry,7602,0
dry,7603,0
dry,7604,0
dry,7605,0
dry,7606,0
dry,7607,0
dry,7608,0
dry,7609,0
dry,7610,0
dry,7611,0
dry,7612,0
dry,7613,0
dry,7614,0
dry,7615,0
dry,7616,0
dry,7617,0
dry,7618,0
dry,7619,0
dry,7620,0
dry,7621,0
dry,7622,0
dry,7623,0
dry,7624,0
dry,7625,0
dry,7626,0
dry,7627,0
dry,7628,0
dry,7629,0
dry,7630,0
dry,7631,0
dry,7632,0
dry,7633,0
dry,7634,0
dry,7635,0
dry,7636,0
dry,7637,0
dry,7638,0
dry,7639,0
dry,7640,0
dry,7641,0
dry,7642,0
dry,7643,0
dry,7644,0
dry,7645,0
dry,7646,0
dry,7647,0
dry,7648,0
dry,7649,0
dry,7650,0
dry,7651,0
dry,7652,0
dry,7653,0
dry,7654,0
dry,7655,0
dry,7656,0
dry,7657,0
dry,7658,0
dry,7659,0
dry,7660,0
dry,7661,0
dry,7662,0
dry,7663,0
dry,7664,0
dry,7665,0
dry,7666,0
dry,7667,0
dry,7668,0
dry,7669,0
dry,7670,0
dry,7671,0
dry,7672,0
dry,7673,0
dry,7674,0
dry,7675,0
dry,7676,0
dry,7677,0
dry,7678,0
dry,7679,0
dry,7680,0
dry,7681,0
dry,7682,0
dry,7683,0
dry,7684,0
dry,7685,0
dry,7686,0
dry,7687,0
dry,7688,0
dry,7689,0
dry,7690,0
dry,7691,0
dry,7692,0
dry,7693,0
dry,7694,0
dry,7695,0
dry,7696,0
dry,7697,0
dry,7698,0
dry,7699,0
dry,7700,0
dry,7701,0
dry,7702,0
dry,7703,0
dry,7704,0
dry,7705,0
dry,7706,0
dry,7707,0
dry,7708,0
dry,7709,0
dry,7710,0
dry,7711,0
dry,7712,0
dry,7713,0
dry,7714,0
dry,7715,0
dry,7716,0
dry,7717,0
dry,7718,0
dry,7719,0
dry,7720,0
dry,7721,0
dry,7722,0
dry,7723,0
dry,7724,0
dry,7725,0
dry,7726,0
dry,7727,0
dry,7728,0
dry,7729,0
dry,7730,0
dry,7731,0
dry,7732,0
dry,7733,0
dry,7734,0
dry,7735,0
dry,7736,0
dry,7737,0
dry,7738,0
dry,7739,0
dry,7740,0
dry,7741,0
dry,7742,0
dry,7743,0
dry,7744,0
dry,7745,0
dry,7746,0
dry,7747,0
dry,7748,0
dry,7749,0
dry,7750,0
dry,7751,0
dry,7752,0
dry,7753,0
dry,7754,0
dry,7755,0
dry,7756,0
dry,7757,0
dry,7758,0
dry,7759,0
dry,7760,0
dry,7761,0
dry,7762,0
dry,7763,0
dry,7764,0
dry,7765,0
dry,7766,0
dry,7767,0
dry,7768,0
dry,7769,0
dry,7770,0
dry,7771,0
dry,7772,0
dry,7773,0
dry,7774,0
dry,7775,0
dry,7776,0
dry,7777,0
dry,7778,0
dry,7779,0
dry,7780,0
dry,7781,0
dry,7782,0
dry,7783,0
dry,7784,0
dry,7785,0
dry,7786,0
dry,7787,0
dry,7788,0
dry,7789,0
dry,7790,0
dry,7791,0
dry,7792,0
dry,7793,0
dry,7794,0
dry,7795,0
dry,7796,0
dry,7797,0
dry,7798,0
dry,7799,0
dry,7800,0
dry,7801,0
dry,7802,0
dry,7803,0
dry,7804,0
dry,7805,0
dry,7806,0
dry,7807,0
dry,7808,0
dry,7809,0
dry,7810,0
dry,7811,0
dry,7812,0
dry,7813,0
dry,7814,0
dry,7815,0
dry,7816,0
dry,7817,0
dry,7818,0
dry,7819,0
dry,7820,0
dry,7821,0
dry,7822,0
dry,7823,0
dry,7824,0
dry,7825,0
dry,7826,0
dry,7827,0
dry,7828,0
dry,7829,0
dry,7830,0
dry,7831,0
dry,7832,0
dry,7833,0
dry,7834,0
dry,7835,0
dry,7836,0
dry,7837,0
dry,7838,0
dry,7839,0
dry,7840,0
dry,7841,0
dry,7842,0
dry,7843,0
dry,7844,0
dry,7845,0
dry,7846,0
dry,7847,0
dry,7848,0
dry,7849,0
dry,7850,0
dry,7851,0
dry,7852,0
dry,7853,0
dry,7854,0
dry,7855,0
dry,7856,0
dry,7857,0
dry,7858,0
dry,7859,0
dry,7860,0
dry,7861,0
dry,7862,0
dry,7863,0
dry,7864,0
dry,7865,0
dry,7866,0
dry,7867,0
dry,7868,0
dry,7869,0
dry,7870,0
dry,7871,0
dry,7872,0
dry,7873,0
dry,7874,0
dry,7875,0
dry,7876,0
dry,7877,0
dry,7878,0
dry,7879,0
dry,7880,0
dry,7881,0
dry,7882,0
dry,7883,0
dry,7884,0
dry,7885,0
dry,7886,0
dry,7887,0
dry,7888,0
dry,7889,0
dry,7890,0
dry,7891,0
dry,7892,0
dry,7893,0
dry,7894,0
dry,7895,0
dry,7896,0
dry,7897,0
dry,7898,0
dry,7899,0
dry,7900,0
dry,7901,0
dry,7902,0
dry,7903,0
dry,7904,0
dry,7905,0
dry,7906,0
dry,7907,0
dry,7908,0
dry,7909,0
dry,7910,0
dry,7911,0
dry,7912,0
dry,7913,0
dry,7914,0
dry,7915,0
dry,7916,0
dry,7917,0
dry,7918,0
dry,7919,0
dry,7920,0
dry,7921,0
dry,7922,0
dry,7923,0
dry,7924,0
dry,7925,0
dry,7926,0
dry,7927,0
dry,7928,0
dry,7929,0
dry,7930,0
dry,7931,0
dry,7932,0
dry,7933,0
dry,7934,0
dry,7935,0
dry,7936,0
dry,7937,0
dry,7938,0
dry,7939,0
dry,7940,0
dry,7941,0
dry,7942,0
dry,7943,0
dry,7944,0
dry,7945,0
dry,7946,0
dry,7947,0
dry,7948,0
dry,7949,0
dry,7950,0
dry,7951,0
dry,7952,0
dry,7953,0
dry,7954,0
dry,7955,0
dry,7956,0
dry,7957,0
dry,7958,0
dry,7959,0
dry,7960,0
dry,7961,0
dry,7962,0
dry,7963,0
dry,7964,0
dry,7965,0
dry,7966,0
dry,7967,0
dry,7968,0
dry,7969,0
dry,7970,0
dry,7971,0
dry,7972,0
dry,7973,0
dry,7974,0
dry,7975,0
dry,7976,0
dry,7977,0
dry,7978,0
dry,7979,0
dry,7980,0
dry,7981,0
dry,7982,0
dry,7983,0
dry,7984,0
dry,7985,0
dry,7986,0
dry,7987,0
dry,7988,0
dry,7989,0
dry,7990,0
dry,7991,0
dry,7992,0
dry,7993,0
dry,7994,0
dry,7995,0
dry,7996,0
dry,7997,0
dry,7998,0
dry,7999,0
dry,8000,0
dry,8001,0
dry,8002,0
dry,8003,0
dry,8004,0
dry,8005,0
dry,8006,0
dry,8007,0
dry,8008,0
dry,8009,0
dry,8010,0
dry,8011,0
dry,8012,0
dry,8013,0
dry,8014,0
dry,8015,0
dry,8016,0
dry,8017,0
dry,8018,0
dry,8019,0
dry,8020,0
dry,8021,0
dry,8022,0
dry,8023,0
dry,8024,0
dry,8025,0
dry,8026,0
dry,8027,0
dry,8028,0
dry,8029,0
dry,8030,0
dry,8031,0
dry,8032,0
dry,8033,0
dry,8034,0
dry,8035,0
dry,8036,0
dry,8037,0
dry,8038,0
dry,8039,0
dry,8040,0
dry,8041,0
dry,8042,0
dry,8043,0
dry,8044,0
dry,8045,0
dry,8046,0
dry,8047,0
dry,8048,0
dry,8049,0
dry,8050,0
dry,8051,0
dry,8052,0
dry,8053,0
dry,8054,0
dry,8055,0
dry,8056,0
dry,8057,0
dry,8058,0
dry,8059,0
dry,8060,0
dry,8061,0
dry,8062,0
dry,8063,0
dry,8064,0
dry,8065,0
dry,8066,0
dry,8067,0
dry,8068,0
dry,8069,0
dry,8070,0
dry,8071,0
dry,8072,0
dry,8073,0
dry,8074,0
dry,8075,0
dry,8076,0
dry,8077,0
dry,8078,0
dry,8079,0
dry,8080,0
dry,8081,0
dry,8082,0
dry,8083,0
dry,8084,0
dry,8085,0
dry,8086,0
dry,8087,0
dry,8088,0
dry,8089,0
dry,8090,0
dry,8091,0
dry,8092,0
dry,8093,0
dry,8094,0
dry,8095,0
dry,8096,0
dry,8097,0
dry,8098,0
dry,8099,0
dry,8100,0
dry,8101,0
dry,8102,0
dry,8103,0
dry,8104,0
dry,8105,0
dry,8106,0
dry,8107,0
dry,8108,0
dry,8109,0
dry,8110,0
dry,8111,0
dry,8112,0
dry,8113,0
dry,8114,0
dry,8115,0
dry,8116,0
dry,8117,0
dry,8118,0
dry,8119,0
dry,8120,0
dry,8121,0
dry,8122,0
dry,8123,0
dry,8124,0
dry,8125,0
dry,8126,0
dry,8127,0
dry,8128,0
dry,8129,0
dry,8130,0
dry,8131,0
dry,8132,0
dry,8133,0
dry,8134,0
dry,8135,0
dry,8136,0
dry,8137,0
dry,8138,0
dry,8139,0
dry,8140,0
dry,8141,0
dry,8142,0
dry,8143,0
dry,8144,0
dry,8145,0
dry,8146,0
dry,8147,0
dry,8148,0
dry,8149,0
dry,8150,0
dry,8151,0
dry,8152,0
dry,8153,0
dry,8154,0
dry,8155,0
dry,8156,0
dry,8157,0
dry,8158,0
dry,8159,0
dry,8160,0
dry,8161,0
dry,8162,0
dry,8163,0
dry,8164,0
dry,8165,0
dry,8166,0
dry,8167,0
dry,8168,0
dry,8169,0
dry,8170,0
dry,8171,0
dry,8172,0
dry,8173,0
dry,8174,0
dry,8175,0
dry,8176,0
dry,8177,0
dry,8178,0
dry,8179,0
dry,8180,0
dry,8181,0
dry,8182,0
dry,8183,0
dry,8184,0
dry,8185,0
dry,8186,0
dry,8187,0
dry,8188,0
dry,8189,0
dry,8190,0
dry,8191,0
dry,8192,0
dry,8193,0
dry,8194,0
dry,8195,0
dry,8196,0
dry,8197,0
dry,8198,0
dry,8199,0
dry,8200,0
dry,8201,0
dry,8202,0
dry,8203,0
dry,8204,0
dry,8205,0
dry,8206,0
dry,8207,0
dry,8208,0
dry,8209,0
dry,8210,0
dry,8211,0
dry,8212,0
dry,8213,0
dry,8214,0
dry,8215,0
dry,8216,0
dry,8217,0
dry,8218,0
dry,8219,0
dry,8220,0
dry,8221,0
dry,8222,0
dry,8223,0
dry,8224,0
dry,8225,0
dry,8226,0
dry,8227,0
dry,8228,0
dry,8229,0
dry,8230,0
dry,8231,0
dry,8232,0
dry,8233,0
dry,8234,0
dry,8235,0
dry,8236,0
dry,8237,0
dry,8238,0
dry,8239,0
dry,8240,0
dry,8241,0
dry,8242,0
dry,8243,0
dry,8244,0
dry,8245,0
dry,8246,0
dry,8247,0
dry,8248,0
dry,8249,0
dry,8250,0
dry,8251,0
dry,8252,0
dry,8253,0
dry,8254,0
dry,8255,0
dry,8256,0
dry,8257,0
dry,8258,0
dry,8259,0
dry,8260,0
dry,8261,0
dry,8262,0
dry,8263,0
dry,8264,0
dry,8265,0
dry,8266,0
dry,8267,0
dry,8268,0
dry,8269,0
dry,8270,0
dry,8271,0
dry,8272,0
dry,8273,0
dry,8274,0
dry,8275,0
dry,8276,0
dry,8277,0
dry,8278,0
dry,8279,0
dry,8280,0
dry,8281,0
dry,8282,0
dry,8283,0
dry,8284,0
dry,8285,0
dry,8286,0
dry,8287,0
dry,8288,0
dry,8289,0
dry,8290,0
dry,8291,0
dry,8292,0
dry,8293,0
dry,8294,0
dry,8295,0
dry,8296,0
dry,8297,0
dry,8298,0
dry,8299,0
dry,8300,0
dry,8301,0
dry,8302,0
dry,8303,0
dry,8304,0
dry,8305,0
dry,8306,0
dry,8307,0
dry,8308,0
dry,8309,0
dry,8310,0
dry,8311,0
dry,8312,0
dry,8313,0
dry,8314,0
dry,8315,0
dry,8316,0
dry,8317,0
dry,8318,0
dry,8319,0
dry,8320,0
dry,8321,0
dry,8322,0
dry,8323,0
dry,8324,0
dry,8325,0
dry,8326,0
dry,8327,0
dry,8328,0
dry,8329,0
dry,8330,0
dry,8331,0
dry,8332,0
dry,8333,0
dry,8334,0
dry,8335,0
dry,8336,0
dry,8337,0
dry,8338,0
dry,8339,0
dry,8340,0
dry,8341,0
dry,8342,0
dry,8343,0
dry,8344,0
dry,8345,0
dry,8346,0
dry,8347,0
dry,8348,0
dry,8349,0
